Key,japanese
perkHammerForgeRank3LongDesc,アンロック: 大型鍛造炉、アイアンアーマー
perkHammerForgeRank4Desc,クラフト属性ステータス効果:Tier4
perkHammerForgeRank4LongDesc,アンロック: 鋼鉄、坩堝、鋼鉄の矢尻、コンクリートミキサー、コンクリート
perkHammerForgeRank5Desc,クラフト属性ステータス効果:Tier5
perkHammerForgeRank5LongDesc,アンロック: 鋼鉄ツール、高度鍛造炉による精製
perkHealthNutDesc,健康値関連のステータス効果が得られるパークです。
perkHealthNutName,健康オタク
perkHealthNutRank1Desc,健康値属性ステータス効果:Tier1
perkHealthNutRank1LongDesc,健康値:+10\n最小健康値:60\n最大健康値:+20
perkHealthNutRank2Desc,健康値属性ステータス効果:Tier2
perkHealthNutRank2LongDesc,健康値:+10\n最小健康値:70\n最大健康値:+40
perkHealthNutRank3Desc,健康値属性ステータス効果:Tier3
perkHealthNutRank3LongDesc,健康値:+10\n最小健康値:80\n最大健康値:+60
perkHealthNutRank4Desc,健康値属性ステータス効果:Tier4
perkHealthNutRank4LongDesc,健康値:+10\n最小健康値:90\n最大健康値:+80
perkHealthNutRank5Desc,健康値属性ステータス効果:Tier5
perkHealthNutRank5LongDesc,健康値:+10\n最小健康値:100\n最大健康値:+100
perkHeavyMetalDesc,和訳準備中:perkHeavyMetalDesc
perkHeavyMetalName,ヘビーメタル
perkHeavyMetalRank1Desc,和訳準備中:perkHeavyMetalRank1Desc
perkHeavyMetalRank2Desc,和訳準備中:perkHeavyMetalRank2Desc
perkHeavyMetalRank3Desc,和訳準備中:perkHeavyMetalRank3Desc
perkHeavyMetalRank4Desc,和訳準備中:perkHeavyMetalRank4Desc
perkHeavyMetalRank5Desc,和訳準備中:perkHeavyMetalRank5Desc
perkHuntingRifleDesc,和訳準備中:perkHuntingRifleDesc
perkHuntingRifleName,狩猟ライフル
perkHuntingRifleRank1Desc,アンロック: 狩猟ライフル、パーツ\n[DECEA3]アンロック要件[-]: 武器工作 Lv.1
perkHuntingRifleRank1Title,アイテムアンロック: Tier1
perkIntellect,知性
perkIntellectDesc,和訳準備中:perkIntellectDesc
perkIntellectName,属性:知性
perkIronArmorDesc,和訳準備中:perkIronArmorDesc
perkIronArmorName,アイアンアーマー
perkIronArmorRank1Desc,アンロック: アイアンブーツ、グローブ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank1Title,アイテムアンロック:Tier1
perkIronArmorRank2Desc,アンロック: アイアンヘルム、パンツ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank2Title,アイテムアンロック:Tier2
perkIronArmorRank3Desc,アンロック: アイアンチェスト\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank3Title,アイテムアンロック:Tier3
perkIronCraftingDesc,和訳準備中:perkIronCraftingDesc
perkIronCraftingName,アイアン系アイテム
perkIronCraftingRank1Desc,アンロック: 鉄製武器、ツール\n[DECEA3]アンロック要件[-]: ツール工作 Lv.2 + 炉 + 労働者クラス未取得
perkIronCraftingRank1Title,アイテムアンロック:Tier1
perkKnifeGuyDesc,和訳準備中:perkKnifeGuyDesc
perkKnifeGuyName,ナイフガイ
perkKnifeGuyRank1Desc,ダメージ:+10％\nスタミナ消費量:-10％\nヘッドショットダメージ:+10%\n部位破壊確率:+5%
perkKnifeGuyRank1ShortDesc,ブレード属性ステータス効果:Tier1
perkKnifeGuyRank2Desc,ダメージ:+20％\nスタミナ消費量:-20％\nヘッドショットダメージ:+10%\n部位破壊確率:+5%
perkKnifeGuyRank2ShortDesc,ブレード属性ステータス効果:Tier2
perkKnifeGuyRank3Desc,ダメージ:+30％\nスタミナ消費量:-30％\nヘッドショットダメージ:+20%\n部位破壊確率:+10%
perkKnifeGuyRank3ShortDesc,ブレード属性ステータス効果:Tier3
perkKnifeGuyRank4Desc,ダメージ:+40％\nスタミナ消費量:-40％\nヘッドショットダメージ:+20%\n部位破壊確率:+10%
perkKnifeGuyRank4ShortDesc,ブレード属性ステータス効果:Tier4
perkKnifeGuyRank5Desc,ダメージ:+50％\nスタミナ消費量:-50％\nヘッドショットダメージ:+30%\n部位破壊確率:+15%
perkKnifeGuyRank5ShortDesc,ブレード属性ステータス効果:Tier5
perkLaserWeaponsRank1Desc,クラフト属性ステータス効果: Tier1
perkLaserWeaponsRank2Desc,クラフト属性ステータス効果: Tier2
perkLaserWeaponsRank3Desc,クラフト属性ステータス効果: Tier3
perkLaserWeaponsRank4Desc,クラフト属性ステータス効果: Tier4
perkLaserWeaponsRank5Desc,クラフト属性ステータス効果: Tier5
perkLaserWeaponsRank1LongDesc,クラフト品質: 11まで\nアンロック: レーザーマルチツール、レーザーワークベンチ、近未来フォージ、レーザーバッテリー Mod、エナジーセル、強化ウラン
perkLaserWeaponsRank2LongDesc,クラフト品質: 21まで\nアンロック: レーザーソード、パワーハンマー、プラズマアックス
perkLaserWeaponsRank3LongDesc,クラフト品質: 31まで\nアンロック: ナナイト、技術ブーストパーク、バイオブーストパーク、パルスグレネード、レーザーピストル、レーザースナイパーライフル、アークガン及びパーツ
perkLaserWeaponsRank4LongDesc,クラフト品質: 41まで\nアンロック: レーザーカービン、レーザーショットガン及びそれらのパーツ
perkLaserWeaponsRank5LongDesc,クラフト品質: 51まで\nアンロック: パワーアーマー
perkLeatherArmorDesc,和訳準備中:perkLeatherArmorDesc
perkLeatherArmorName,レザーアーマー
perkLeatherArmorRank1Desc,アンロック: レザーブーツ、グローブ\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank1Title,レシピアンロック:Tier1
perkLeatherArmorRank2Desc,アンロック: レザーフード、パンツ\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank2Title,レシピアンロック:Tier2
perkLeatherArmorRank3Desc,アンロック: レザーチェスト\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank3Title,レシピアンロック:Tier3
perkLivingOffTheLandDesc,手と道具を使ってもっと作物を収穫することに特化しましょう。
perkLivingOffTheLandName,自給自足
perkLivingOffTheLandRank1Desc,耕作属性ステータス効果: Tier1
perkLivingOffTheLandRank1LongDesc,アンロック: モルタルと乳棒、鉄の鍬、動物の餌、動物の罠、鶏小屋、アロエ、ブルーベリー、菊、トウモロコシ、綿、米、キノコ
perkLivingOffTheLandRank2Desc,耕作属性ステータス効果: Tier2
perkLivingOffTheLandRank2LongDesc,アンロック: 耕作区画、小麦の種、オレンジの種\n農地収穫数: +1
perkLivingOffTheLandRank3Desc,耕作属性ステータス効果: Tier3
perkLivingOffTheLandRank3LongDesc,アンロック: 肥料、ニンジンの種、バナナの種、麻の種\n農地収穫数: +2
perkLivingOffTheLandRank4Desc,耕作属性ステータス効果: Tier4
perkLivingOffTheLandRank4LongDesc,アンロック: スーパーコーン、コーヒー、ホップ、かぼちゃ、トマト、ココナッツの種\n農地収穫数: +3
perkLivingOffTheLandRank5Desc,耕作属性ステータス効果: Tier5
perkLivingOffTheLandRank5LongDesc,アンロック: 灌漑システム\n農地収穫数: +3\n野草収穫数: +1
perkLockPickingDesc,もっと速くピッキングして、ロックピックが壊れにくくなるようにしましょう。
perkLockPickingName,ロックピッキング
perkLockPickingRank1Desc,ロックピッキング属性ステータス効果:Tier1
perkLockPickingRank1LongDesc,ピッキング速度:+10%\n破損確率:-15%\nアンロック:ロックピック
perkLockPickingRank2Desc,ロックピッキング属性ステータス効果:Tier2
perkLockPickingRank2LongDesc,ピッキング速度:+20%\n破損確率:-30%
perkLockPickingRank3Desc,ロックピッキング属性ステータス効果:Tier3
perkLockPickingRank3LongDesc,ピッキング速度:+30%\n破損確率:-45%
perkLockPickingRank4Desc,ロックピッキング属性ステータス効果:Tier4
perkLockPickingRank4LongDesc,ピッキング速度:+40%\n破損確率:-60%
perkLockPickingRank5Desc,ロックピッキング属性ステータス効果:Tier5
perkLockPickingRank5LongDesc,ピッキング速度:+50%\n破損確率:-75%
perkLuckyLooter0Name,ラッキーな略奪者
perkLuckyLooterDesc,大鉱脈の追跡に特化し、略奪品をちょっと追加で手に入れられるようになりましょう。\n特殊技能レベルが上がるごとに、見つけられる略奪品が豪華になります。
perkLuckyLooterName,ラッキーな略奪者
perkLuckyLooterRank1Desc,スカベンジング属性ステータス効果: Tier1
perkLuckyLooterRank1LongDesc,略奪品ボーナス: +20%\nカジノコイン、弾薬追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank2Desc,スカベンジング属性ステータス効果: Tier2
perkLuckyLooterRank2LongDesc,略奪品ボーナス: +40%\n真鍮、鉛追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank3Desc,スカベンジング属性ステータス効果: Tier3
perkLuckyLooterRank3LongDesc,略奪品ボーナス: +60%\nジャンク、食料追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank4Desc,スカベンジング属性ステータス効果: Tier4
perkLuckyLooterRank4LongDesc,略奪品ボーナス: +80%\n医療アイテム追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank5Desc,スカベンジング属性ステータス効果: Tier5
perkLuckyLooterRank5LongDesc,略奪品ボーナス: +100%\n宝石獲得量: +10%\nゾンビからの戦利品ドロップ確率: +10%\nスカベンジング品質up
perkMagnumDesc,和訳準備中:perkMagnumDesc
perkMagnumName,.44マグナム
perkMagnumRank1Desc,アンロック: .44マグナム、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.3
perkMagnumRank1Title,アイテムアンロック:Tier1
perkMasterBuilderDesc,和訳準備中:perkMasterBuilderDesc
perkMasterBuilderName,レイバラー(労働者)・マスター
perkMasterBuilderRank1Desc,和訳準備中:perkMasterBuilderRank1Desc
perkMasterChefDesc,高度な効能のある、お腹にたまる食事を作って、もっと速く料理できるようになりましょう。
perkMasterChefName,マスターシェフ
perkMasterChefRank1Desc,独身
perkMasterFarmerDesc,マスター・ファーマー
perkMasterFarmerName,ファーマー・マスター
perkMasterFarmerRank1Desc,和訳準備中:perkMasterFarmerRank1Desc
perkMasterHunterDesc,マスター・ハンター
perkMasterHunterName,ハンター・マスター
perkMasterHunterRank1Desc,和訳準備中:perkMasterHunterRank1Desc
perkMasterMechanicDesc,マスター・メカニック
perkMasterMechanicName,メカニック・マスター
perkMasterMechanicRank1Desc,和訳準備中:perkMasterMechanicRank1Desc
perkMasterScavengerDesc,マスター・スカベンジャー
perkMasterScavengerName,スカベンジャー・マスター
perkMasterScavengerRank1Desc,和訳準備中:perkMasterScavengerRank1Desc
perkMasterScientistDesc,マスター・サイエンティスト(科学者)
perkMasterScientistName,サイエンティスト(科学者)・マスター
perkMasterScientistRank1Desc,和訳準備中:perkMasterScientistRank1Desc
perkMasterSecurityDesc,マスター・セキュリティ
perkMasterSecurityName,セキュリティ・マスター
perkMasterSecurityRank1Desc,和訳準備中:perkMasterSecurityRank1Desc
perkMasterSurvivalistDesc,マスター・サバイバリスト
perkMasterSurvivalistName,サバイバリスト・マスター
perkMasterSurvivalistRank1Desc,和訳準備中:perkMasterSurvivalistRank1Desc
perkMiner69rDesc,ツールダメージを上げてもっと速く岩を壊し木を切れるようになって、採掘効率を最大化しましょう。
perkMiner69rName,69年の鉱夫
perkMiner69rRank1Desc,採掘ツール属性ステータス効果:Tier1
perkMiner69rRank1LongDesc,採掘ツールブロックダメージ:+20％\n採掘ツールスタミナ消費量:-10％\n採掘ツール収穫数:+20％
perkMiner69rRank2Desc,採掘ツール属性ステータス効果:Tier2
perkMiner69rRank2LongDesc,採掘ツールブロックダメージ:+40％\n採掘ツールスタミナ消費量:-20％\n採掘ツール収穫数:+40％
perkMiner69rRank3Desc,採掘ツール属性ステータス効果:Tier3
perkMiner69rRank3LongDesc,採掘ツールブロックダメージ:+60％\n採掘ツールスタミナ消費量:-30％\n採掘ツール収穫数:+60％
perkMiner69rRank4Desc,採掘ツール属性ステータス効果:Tier4
perkMiner69rRank4LongDesc,採掘ツールブロックダメージ:+80％\n採掘ツールスタミナ消費量:-40％\n採掘ツール収穫数:+80％
perkMiner69rRank5Desc,採掘ツール属性ステータス効果:Tier5
perkMiner69rRank5LongDesc,採掘ツールブロックダメージ:100％\n採掘ツールスタミナ消費量:-50％\n採掘ツール収穫数:+100％
perkMinibikeDesc,和訳準備中:perkMinibikeDesc
perkMinibikeName,車両全般
perkMinibikeRank1Desc,アイテムアンロック:Tier1
perkMinibikeRank1LongDesc,アンロック: ミニバイク\n[DECEA3]アンロック要件[-]: プレイヤー Lv.10 + メカニッククラス未取得
perkMinibikeRank2Desc,アイテムアンロック:Tier1
perkMinibikeRank2LongDesc,アンロック: モーターサイクル\n[DECEA3]アンロック要件[-]: プレイヤー Lv.20 + メカニッククラス未取得
perkMinibikeRank3Desc,アイテムアンロック:Tier1
perkMinibikeRank3LongDesc,アンロック: 4x4\n[DECEA3]アンロック要件[-]: プレイヤー Lv.30 + メカニッククラス未取得
perkMR10Name,レバーアクションライフル
perkMR10Rank1Desc,アンロック: レバーアクションライフル、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.3
perkMR10Rank1Title,アイテムアンロック:Tier1
perkP225Desc,和訳準備中:perkP225Desc
perkP225Name,P225
perkP225Rank1Desc,アンロック: P225、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.2
perkP225Rank1Title,アイテムアンロック:Tier1
perkPackMuleDesc,あなたはラバで、移動ペナルティなしで所持品にもっとアイテムを入れて歩けます。
perkPackMuleName,ラバ
perkPackMuleRank1Desc,インベントリ属性ステータス効果:Tier1
perkPackMuleRank1LongDesc,アイテム運搬最大許容量:+7スロット
perkPackMuleRank2Desc,インベントリ属性ステータス効果:Tier2
perkPackMuleRank2LongDesc,アイテム運搬最大許容量:+14スロット
perkPackMuleRank3Desc,インベントリ属性ステータス効果:Tier3
perkPackMuleRank3LongDesc,アイテム運搬最大許容量:+21スロット
perkPainToleranceDesc,攻撃を食らっても何ともない顔をして、痛みに耐え、他の人が倒れても戦い続けられる能力に特化しましょう。
perkPainToleranceName,痛み耐性
perkPainToleranceRank1Desc,防御属性ステータス効果: Tier1
perkPainToleranceRank1LongDesc,HP減少: -5%\n気絶確率: -20%
perkPainToleranceRank2Desc,防御属性ステータス効果: Tier2
perkPainToleranceRank2LongDesc,HP減少: -10%\n気絶確率: -40%
perkPainToleranceRank3Desc,防御属性ステータス効果: Tier3
perkPainToleranceRank3LongDesc,HP減少: -15%\n気絶確率: -60%
perkPainToleranceRank4Desc,防御属性ステータス効果: Tier4
perkPainToleranceRank4LongDesc,HP減少: -20%\n気絶確率: -80%
perkPainToleranceRank5Desc,防御属性ステータス効果: Tier5
perkPainToleranceRank5LongDesc,HP減少: -25%\n気絶無効
perkParkourDesc,どれだけ上でも下でも、どこでも行きたい場所にアクロバティックに行く能力に特化しましょう。
perkParkourName,パルクール
perkParkourRank1Desc,行動属性ステータス効果:Tier1
perkParkourRank1LongDesc,安全落下距離:+1m\nジャンプ時スタミナコスト:-10%
perkParkourRank2Desc,行動属性ステータス効果:Tier2
perkParkourRank2LongDesc,安全落下距離:+2m\nジャンプ時スタミナコスト:-20%\nジャンプ力:+1m
perkParkourRank3Desc,行動属性ステータス効果:Tier3
perkParkourRank3LongDesc,安全落下距離:+3m\nジャンプ時スタミナコスト:-30%\nジャンプ力:+2m
perkParkourRank4Desc,行動属性ステータス効果:Tier4
perkParkourRank4LongDesc,安全落下距離:+4m\nジャンプ時スタミナコスト:-30%\nジャンプ力:+2m\n捻挫耐性
perkParkourRank5Desc,行動属性ステータス効果:Tier5
perkParkourRank5LongDesc,安全落下距離:+5m\nジャンプ時スタミナコスト:-30%\nジャンプ力:+2m\n捻挫、骨折、地雷耐性
perkPenetratorDesc,ターゲットの弱点を見つけ、APライフル弾で生物を貫きます。
perkPerception,知覚
perkPerceptionDesc,和訳準備中:perkPerceptionDesc
perkPerceptionName,属性:知覚
perkPhysicalConditioningDesc,和訳準備中:perkPhysicalConditioningDesc
perkPhysicalConditioningName,コンディション管理
perkPhysicalConditioningRank1Desc,健康属性ステータス効果: Tier1
perkPhysicalConditioningRank2Desc,健康属性ステータス効果: Tier2
perkPhysicalConditioningRank3Desc,健康属性ステータス効果: Tier3
perkPhysicalConditioningRank4Desc,健康属性ステータス効果: Tier4
perkPhysicalConditioningRank5Desc,健康属性ステータス効果: Tier5
perkPhysicalConditioningRank1LongDesc,体力:+10\nスタミナ回復量:+5%
perkPhysicalConditioningRank2LongDesc,体力:+20\nスタミナ回復量:+10%
perkPhysicalConditioningRank3LongDesc,体力:+30\nスタミナ回復量:+15%
perkPhysicalConditioningRank4LongDesc,体力:+40\nスタミナ回復量:+20%
perkPhysicalConditioningRank5LongDesc,体力:+50\nスタミナ回復量:+25%
perkPhysicianDesc,もっと効果的に薬品と回復アイテムを使いましょう。
perkPhysicianName,医師
perkPhysicianRank1Desc,医療属性ステータス効果: Tier1
perkPhysicianRank1LongDesc,アンロック: 救急包帯、ギブス、アロエクリーム
perkPhysicianRank2Desc,医療属性ステータス効果: Tier2
perkPhysicianRank2LongDesc,アンロック: 救急箱、解毒剤、乳鉢と乳棒
perkPhysicianRank3Desc,医療属性ステータス効果: Tier3
perkPhysicianRank3LongDesc,自分への医療行為効果: +25%\nアンロック: ステロイド
perkPhysicianRank4Desc,医療属性ステータス効果: Tier4
perkPhysicianRank4LongDesc,自分への医療行為効果: +50%\nアンロック: レコグ
perkPhysicianRank5Desc,医療属性ステータス効果: Tier5
perkPhysicianRank5LongDesc,自分、他人含む全ての医療行為効果: +100%\nアンロック: フォートバイト
perkPistolDesc,和訳準備中:perkPistolDesc
perkPistolName,ピストル
perkPistolRank1Desc,アンロック: ピストル、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.1
perkPistolRank1Title,アイテムアンロック:Tier1
perkPummelPeteDesc,棍棒とバットで敵を叩く能力に特化しましょう。
perkPummelPeteName,パメル・ピート
perkPummelPeteRank1Desc,こん棒属性ステータス効果:Tier1
perkPummelPeteRank1LongDesc,ダメージ:+10%\nスタミナ消費量:-10%\nノックダウン確率:+60%
perkPummelPeteRank2Desc,こん棒属性ステータス効果:Tier2
perkPummelPeteRank2LongDesc,ダメージ:+20%\nスタミナ消費量:-20%\nノックダウン確率:+70%
perkPummelPeteRank3Desc,こん棒属性ステータス効果:Tier3
perkPummelPeteRank3LongDesc,ダメージ:+30%\nスタミナ消費量:-30%\nノックダウン確率:+80%\n攻撃成功時追加ダメージ:+10%\nパワー攻撃追加ノックダウン確率:+20%
perkPummelPeteRank4Desc,こん棒属性ステータス効果:Tier4
perkPummelPeteRank4LongDesc,ダメージ:+40%\nスタミナ消費量:-40%\nノックダウン確率:+90%\n攻撃成功時追加ダメージ:+10%\nパワー攻撃追加ノックダウン確率:+40%
perkPummelPeteRank5Desc,こん棒属性ステータス効果:Tier5
perkPummelPeteRank5LongDesc,ダメージ:+50%\nスタミナ消費量:-50%\nノックダウン確率:+100%\n攻撃成功時追加ダメージ:+10%\nパワー攻撃追加ノックダウン確率:+50%
perkQualityJoeDesc,和訳準備中:perkQualityJoeDesc
perkQualityJoeName,クオリティ・ジョー
perkQualityJoeRank1Desc,スカベンジング属性ステータス効果:Tier1
perkQualityJoeRank2Desc,スカベンジング属性ステータス効果:Tier2
perkQualityJoeRank3Desc,スカベンジング属性ステータス効果:Tier3
perkQualityJoeRank4Desc,スカベンジング属性ステータス効果:Tier4
perkQualityJoeRank5Desc,スカベンジング属性ステータス効果:Tier5
perkQualityJoeRank1LongDesc,Lv1～25戦利品Lv:+5\nLv26〜50戦利品Lv:+10\nLv51～100戦利品Lv:+20\nLv101～150：戦利品Lv:+30\nLv151～200：戦利品Lv:+40\nLv201以上：戦利品Lv:+50
perkQualityJoeRank2LongDesc,Lv1～25戦利品Lv:+10\nLv26〜50戦利品Lv:+20\nLv51～100戦利品Lv:+40\nLv101～150：戦利品Lv:+60\nLv151～200：戦利品Lv:+80\nLv201以上：戦利品Lv:+100
perkQualityJoeRank3LongDesc,Lv1～25戦利品Lv:+15\nLv26〜50戦利品Lv:+30\nLv51～100戦利品Lv:+40\nLv101～150：戦利品Lv:+60\nLv151～200：戦利品Lv:+80\nLv201以上：戦利品Lv:+100
perkQualityJoeRank4LongDesc,Lv1～25戦利品Lv:+20\nLv26〜50戦利品Lv:+40\nLv51～100戦利品Lv:+80\nLv101～150：戦利品Lv:+60\nLv151～200：戦利品Lv:+160\nLv201以上：戦利品Lv:+200
perkQualityJoeRank5LongDesc,Lv1～25戦利品Lv:+25\nLv26〜50戦利品Lv:+50\nLv51～100戦利品Lv:+100\nLv101～150：戦利品Lv:+150\nLv151～200：戦利品Lv:+200\nLv201以上：戦利品Lv:+250
perkQuickerCraftingDesc,和訳準備中:perkQuickerCraftingDesc\nアンロック条件:
perkQuickerCraftingName,特急工作
perkQuickerCraftingRank1Desc,クラフト、解体時間:-10％
perkQuickerCraftingRank1NameDesc,一般クラフトステータス効果:Tier1
perkQuickerCraftingRank2Desc,クラフト、解体時間:-20％
perkQuickerCraftingRank2NameDesc,一般クラフトステータス効果:Tier2
perkQuickerCraftingRank3Desc,クラフト、解体時間:-30％
perkQuickerCraftingRank3NameDesc,一般クラフトステータス効果:Tier3
perkRobinHoodDesc,和訳準備中:perkRobinHoodDesc
perkRobinHoodName,ロビンフッド
perkRobinHoodRank1Desc,リロード速度:+10%\nダメージ:+10%\nヘッドショットダメージ:+10%\n部位破壊確率:+5%\n連射速度:+25%
perkRobinHoodRank1ShortDesc,弓属性ステータス効果:Tier1
perkRobinHoodRank2Desc,リロード速度:+15%\nダメージ:+20%\nヘッドショットダメージ:+10%\n部位破壊確率:+5%\n連射速度:+25%
perkRobinHoodRank2ShortDesc,弓属性ステータス効果:Tier2
perkRobinHoodRank3Desc,リロード速度:+20%\nダメージ:+30%\nヘッドショットダメージ:+20%\n部位破壊確率:+10%\n連射速度:+50%\nスタン確率:+50%
perkRobinHoodRank3ShortDesc,弓属性ステータス効果:Tier3
perkRobinHoodRank4Desc,リロード速度:+25%\nダメージ:+40%\nヘッドショットダメージ:+20%\n部位破壊確率:+10%\n連射速度:+50%\nスタン確率:+65%
perkRobinHoodRank4ShortDesc,弓属性ステータス効果:Tier4
perkRobinHoodRank5Desc,リロード速度:+30%\nダメージ:+50%\nヘッドショットダメージ:+30%\n部位破壊確率:+15%\n連射速度:+75%\nスタン確率:+80%\n戦闘不能確率:+50%
perkRobinHoodRank5ShortDesc,弓属性ステータス効果:Tier5
perkSalvageOperationsDesc,無駄にするな、欲しがるな！レンチ、ラチェットやインパクトドライバーでアイテムを回収して資源を入手しましょう
perkSalvageOperationsName,回収作戦
perkSalvageOperationsRank1Desc,解体属性ステータス効果: Tier1
perkSalvageOperationsRank1LongDesc,サルベージアイテム:解体速度+10％、収穫量+20％\nアンロック:レンチ
perkSalvageOperationsRank2Desc,解体属性ステータス効果: Tier2
perkSalvageOperationsRank2LongDesc,サルベージアイテム:解体速度+20％、収穫量+40％\nアンロック:レンチ
perkSalvageOperationsRank3Desc,解体属性ステータス効果: Tier3
perkSalvageOperationsRank3LongDesc,サルベージアイテム:解体速度+30％、収穫量+60％\nアンロック:レンチ、スチール製こん棒
perkSalvageOperationsRank4Desc,解体属性ステータス効果: Tier4
perkSalvageOperationsRank4LongDesc,サルベージアイテム:解体速度+40％、収穫量+80％\nアンロック:レンチ、スチール製こん棒
perkSalvageOperationsRank5Desc,解体属性ステータス効果: Tier5
perkSalvageOperationsRank5LongDesc,サルベージアイテム:解体速度+50％、収穫量+100％\nアンロック:レンチ、スチール製こん棒、ラチェット
perkScrapArmorDesc,和訳準備中:perkScrapArmorDesc
perkScrapArmorName,スクラップ・アーマー
perkScrapArmorRank1Desc,アンロック: スクラップブーツ、グローブ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.1
perkScrapArmorRank1Title,アイテムアンロック:Tier1
perkScrapArmorRank2Desc,アンロック: スクラップヘルム、パンツ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.1
perkScrapArmorRank2Title,アイテムアンロック:Tier2
perkScrapArmorRank3Desc,アンロック: スクラップチェスト\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.1
perkScrapArmorRank3Title,アイテムアンロック:Tier3
perkScrapCraftingDesc,和訳準備中:perkScrapCraftingDesc
perkScrapCraftingName,スクラップ系アイテム
perkScrapCraftingRank1Desc,アンロック: スクラップ武器、ツール\n[DECEA3]アンロック要件[-]: ツール工作 Lv.1
perkScrapCraftingRank1Title,アイテムアンロック: Tier1
perkSelfMedicated,セルフメディケーション
perkSelfMedicatedDesc,和訳準備中:perkSelfMedicatedDesc
perkSelfMedicatedRank1Desc,スタミナ属性ステータス効果:Tier1
perkSelfMedicatedRank1LongDesc,薬物による脱水症状: -50％\n禁断症状確率: -20％\n薬物効果: +10％
perkSelfMedicatedRank2Desc,スタミナ属性ステータス効果: Tier2
perkSelfMedicatedRank2LongDesc,薬物による脱水症状: -60％\n禁断症状確率: -40％\n薬物効果: +20％
perkSelfMedicatedRank3Desc,スタミナ属性ステータス効果: Tier3
perkSelfMedicatedRank3LongDesc,薬物による脱水症状: -70％\n禁断症状確率: -60％\n薬物効果: +30％
perkSelfMedicatedRank4Desc,スタミナ属性ステータス効果: Tier4
perkSelfMedicatedRank4LongDesc,薬物による脱水症状: -80％\n禁断症状確率: -80％\n薬物効果: +40％
perkSelfMedicatedRank5Desc,スタミナ属性ステータス効果: Tier5
perkSelfMedicatedRank5LongDesc,薬物による脱水症状: -90％\n禁断症状確率: -100%\n薬物効果: +50％以上
perkSexualTrexDesc,不屈のスタミナから繰り出される容赦ない強烈な一撃攻撃を得意としており、これには敵も開いた口が塞がりません。
perkSexualTrexName,セクシーティラノサウルス
perkSexualTrexRank1Desc,スタミナ属性ステータス効果:Tier1
perkSexualTrexRank1LongDesc,スタミナ回復量:+10%
perkSexualTrexRank2Desc,スタミナ属性ステータス効果:Tier2
perkSexualTrexRank2LongDesc,スタミナ回復量:+20%
perkSexualTrexRank3Desc,スタミナ属性ステータス効果:Tier3
perkSexualTrexRank3LongDesc,スタミナ回復量:+30%
perkShotgunDesc,和訳準備中:perkShotgunDesc
perkShotgunMessiahDesc,和訳準備中:perkShotgunMessiahDesc
perkShotgunMessiahName,ショットガン・メシア
perkShotgunMessiahRank1Desc,発射速度:15%\nリロード速度:+10%
perkShotgunMessiahRank2Desc,発射速度:20%\nリロード速度:+15%
perkShotgunMessiahRank3Desc,発射速度:25%\nリロード速度:+20%
perkShotgunMessiahRank4Desc,発射速度:30％\nリロード速度:+25%
perkShotgunMessiahRank5Desc,発射速度:35%\nリロード速度:+30%
perkShotgunName,ポンプアクション式ショットガン
perkShotgunRank1Desc,アンロック: ポンプアクション式ショットガン、パーツ\n[DECEA3]アンロック要件[-]: 武器工作 Lv.2
perkShotgunRank1Title,アイテムアンロック:Tier1
perkSkullCrusherDesc,スレッジハンマーのような重量級の武器を使って敵や構造物を粉砕することを得意とします。
perkSkullCrusherName,スカルクラッシャー
perkSkullCrusherRank1Desc,ブルーザー（巨躯の乱暴者）
perkSkullCrusherRank1LongDesc,ブルーザーとなったあなたは、少し運がよければ、老いぼれのゾンビなら倒せることでしょう。品質レベル2のみすぼらしいスレッジハンマーをクラフトし、+10%のダメージを与えます。パワーアタックを使うと15%の確率で敵をノックダウンします。\n鉄のスレッジハンマー製造をアンロックする。
perkSkullCrusherRank2Desc,モーラー（残虐なファイター）
perkSkullCrusherRank2LongDesc,モーラーになったからと言って、あまり調子には乗らない方が良いでしょう。品質レベル3の美しいスレッジハンマーをクラフトし、+20%のダメージを与え、パワーアタックを使うと30%の確率で敵をノックダウンします。
perkSkullCrusherRank3Desc,スマッシャー
