Key,japanese
perkCraftWeaponsRank1LongDesc,クラフト時間: -1%\n品質11以下のツールが修理時に劣化しなくなる。
perkCraftWeaponsRank2Desc,近接武器/弓クラフト属性ステータス効果: Tier2
perkCraftWeaponsRank2LongDesc,クラフト時間: -2%\n品質21以下のツールが修理時に劣化しなくなる。
perkCraftWeaponsRank3Desc,近接武器/弓クラフト属性ステータス効果: Tier3
perkCraftWeaponsRank3LongDesc,クラフト時間: -3%\n品質31以下のツールが修理時に劣化しなくなる。
perkCraftWeaponsRank4Desc,近接武器/弓クラフト属性ステータス効果: Tier4
perkCraftWeaponsRank4LongDesc,クラフト時間: -4%\n品質41以下のツールが修理時に劣化しなくなる。
perkCraftWeaponsRank5Desc,近接武器/弓クラフト属性ステータス効果: Tier5
perkCraftWeaponsRank5LongDesc,クラフト時間: -5%\n品質51以下のツールが修理時に劣化しなくなる。
perkDeadEyeDesc,ライフルを使った鋭い狙いと、巧妙に放たれた弾丸でターゲットを始末する能力に特化しましょう。百発百中。
perkDeadEyeName,射撃の名手
perkDeadEyeRank1Desc,ライフル属性ステータス効果: Tier1
perkDeadEyeRank2Desc,ライフル属性ステータス効果: Tier2
perkDeadEyeRank3Desc,ライフル属性ステータス効果: Tier3
perkDeadEyeRank4Desc,ライフル属性ステータス効果: Tier4
perkDeadEyeRank5Desc,ライフル属性ステータス効果: Tier5
perkDemolitionsExpertDesc,爆発武器を使って敵を気絶、行動不能、切断する能力に特化しましょう。
perkDemolitionsExpertName,解体専門家
perkDemolitionsExpertRank1Desc,爆発物属性ステータス効果: Tier1
perkDemolitionsExpertRank1LongDesc,ダメージ: +10%\nリロード速度: +15%: 照準速度: +10%\nスタン確率: +50%部位破壊確率: +5%\nアンロック: パイプ爆弾、ダイナマイト
perkDemolitionsExpertRank2Desc,爆発物属性ステータス効果: Tier2
perkDemolitionsExpertRank2LongDesc,ダメージ: +20%\nリロード速度: +20%: 照準速度: +20%\nスタン確率: +100%部位破壊確率: +10%\nアンロック: タイムドチャージ
perkDemolitionsExpertRank3Desc,爆発物属性ステータス効果: Tier3
perkDemolitionsExpertRank3LongDesc,ダメージ: +30%\nリロード速度: +25%: 照準速度: +30%\n戦闘不能確率: +33%部位破壊確率: +20%\nアンロック: 手榴弾系
perkDemolitionsExpertRank4Desc,爆発物属性ステータス効果: Tier4
perkDemolitionsExpertRank4LongDesc,ダメージ: +40%\nリロード速度: +30%: 照準速度: +40%\n戦闘不能確率: +66%部位破壊確率: +30%\nアンロック: 高火力ロケット弾、対人破片ロケット弾
perkDemolitionsExpertRank5Desc,爆発物属性ステータス効果: Tier5
perkDemolitionsExpertRank5LongDesc,ダメージ: +50%\nリロード速度: +35%: 照準速度: +50%\n戦闘不能確率: +66%部位破壊確率: +45%\nスタン持続時間up\nアンロック: 火炎放射器
perkDoItYourselfDesc,あなた自身のコンポーネントを作る方法を学びましょう。\n\n和訳修正中:perkDoItYourselfDesc
perkDoItYourselfName,Do It Yourself
perkDoItYourselfRank1Desc,アンロック: メカニカルパーツ、エレクトリカルパーツ\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.3
perkDoItYourselfRank1Title,アイテムアンロック: Tier1
perkDoItYourselfRank2Desc,アンロック: インシュレーター\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.4
perkDoItYourselfRank2Title,アイテムアンロック: Tier2
perkDoItYourselfRank3Title,D.I.Y vol.3
perkDoubleShotgunDesc,独自のダブルバレルショットガンを構築する方法を学びましょう。\n\n和訳修正中:perkDoubleShotgunDesc
perkDoubleShotgunName,ダブルバレルショットガン
perkDoubleShotgunRank1Desc,アンロック: ダブルバレルショットガン、パーツ\n[DECEA3]アンロック要件[-]: 武器工作 Lv.1
perkDoubleShotgunRank1Title,アイテムアンロック: Tier1
perkElectricBasicsDesc,あなた自身の電気アイテムを作るための基本を学びましょう。\n\n和訳修正中:perkElectricBasicsDesc
perkElectricBasicsName,電機技術基礎
perkElectricBasicsRank1Desc,アンロック: ワイヤーツール、リレー、スイッチ、シーリングライト、タイマーリレー\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.1
perkElectricBasicsRank1Title,アイテムアンロック:Tier1
perkElectricBasicsRank2Desc,アンロック: スポットライト、スピーカー、プレッシャープレート、トリップワイヤポスト、ジェネレーターバンク、モーションセンサー\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.2
perkElectricBasicsRank2Title,アイテムアンロック:Tier2
perkElectricTrapsMeleeDesc,あなた自身の電気近接トラップを作る方法を学びましょう。\n\n和訳修正中:perkElectricTrapsMeleeDesc
perkElectricTrapsMeleeName,電動近接トラップ
perkElectricTrapsMeleeRank1Desc,アンロック: 電気柵ポール\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.2
perkElectricTrapsMeleeRank1Title,アイテムアンロック:Tier1
perkElectricTrapsMeleeRank2Desc,アンロック: ブレードトラップ\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.3
perkElectricTrapsMeleeRank2Title,アイテムアンロック:Tier2
perkElectricTrapsRangedDesc,あなた自身の電気距離のトラップを作る方法を学びましょう。\n\n和訳修正中:perkElectricTrapsRangedDesc
perkElectricTrapsRangedName,電動遠距離トラップ
perkElectricTrapsRangedRank1Desc,アンロック: ダートトラップ、スチールダート\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.3
perkElectricTrapsRangedRank1Title,アイテムアンロック:Tier1
perkElectricTrapsRangedRank2Desc,アンロック: ショットガンタレット\n[DECEA3]アンロック条件[-]: 科学技術工作 Lv.4
perkElectricTrapsRangedRank2Title,アイテムアンロック:Tier2
perkElectricTrapsRangedRank3Desc,アンロック: オートタレット、オートタレット(スチール)\n[DECEA3]アンロック条件[-]:科学技術工作 Lv.5
perkElectricTrapsRangedRank3Title,アイテムアンロック:Tier3
perkExplosiveWeaponsDesc,あなたの敵を批判し、批判し、片付けする爆発的な武器を専門としています。\n\n和訳修正中:perkExplosiveWeaponsDesc
perkExplosiveWeaponsName,爆発物
perkExplosiveWeaponsRank1Desc,リロード速度：:+15%\n照準速度:+10%
perkExplosiveWeaponsRank2Desc,リロード速度：:+20％\n照準速度:+20%
perkExplosiveWeaponsRank3Desc,リロード速度：:+25%\n照準速度:+30%
perkExplosiveWeaponsRank4Desc,リロード速度：:+30%\n照準速度:+40%
perkExplosiveWeaponsRank5Desc,リロード速度：:+35%\n照準速度:+50%
perkFastEddieDesc,このPerkの各ランクで10％早く戦う！\n\n和訳修正中:perkFastEddieDesc
perkFastEddieName,ファスト・エディ
perkFastEddieRank1Desc,スカベンジング属性ステータス効果:Tier1
perkFastEddieRank1LongDesc,略奪速度:+10%
perkFastEddieRank2Desc,スカベンジング属性ステータス効果:Tier2
perkFastEddieRank2LongDesc,略奪速度:+20％
perkFastEddieRank3Desc,スカベンジング属性ステータス効果:Tier3
perkFastEddieRank3LongDesc,略奪速度:+30％
perkFastEddieRank4Desc,スカベンジング属性ステータス効果:Tier4
perkFastEddieRank4LongDesc,略奪速度:+40％
perkFastEddieRank5Desc,スカベンジング属性ステータス効果:Tier5
perkFastEddieRank5LongDesc,略奪速度:+50％
perkFlurryOfBlowsDesc,片手近接武器を扱い、素早い攻撃で敵をズタズタにしましょう。
perkFlurryOfBlowsName,突風
perkFlurryOfBlowsRank1Desc,攻撃速度属性ステータス効果: Tier1
perkFlurryOfBlowsRank1LongDesc,近接攻撃速度: +5％\n*対象: こん棒、格闘、ナイフ、マチェーテ、スタンバトン
perkFlurryOfBlowsRank2Desc,攻撃速度属性ステータス効果: Tier2
perkFlurryOfBlowsRank2LongDesc,近接攻撃速度: +10％\n*対象: こん棒、格闘、ナイフ、マチェーテ、スタンバトン
perkFlurryOfBlowsRank3Desc,攻撃速度属性ステータス効果: Tier3
perkFlurryOfBlowsRank3LongDesc,近接攻撃速度: +15％\n*対象: こん棒、格闘、ナイフ、マチェーテ、スタンバトン
perkFlurryOfBlowsRank4Desc,攻撃速度属性ステータス効果: Tier4
perkFlurryOfBlowsRank4LongDesc,近接攻撃速度: +20％\n*対象: こん棒、格闘、ナイフ、マチェーテ、スタンバトン
perkFlurryOfBlowsRank5Desc,攻撃速度属性ステータス効果: Tier5
perkFlurryOfBlowsRank5LongDesc,近接攻撃速度: +25％\n*対象: こん棒、格闘、ナイフ、マチェーテ、スタンバトン
perkForgeAheadDesc,このPERKはフォージレシピのロックを解除します。\n\n和訳修正中:perkForgeAheadDesc
perkForgeAheadName,鍛造炉
perkForgeAheadRank1Desc,アンロック: 炉\n[DECEA3]アンロック要件[-]: ツール工作 Lv.1 + プレイヤー Lv.10 + 労働者クラス未取得
perkForgeAheadRank1Title,アイテムアンロック: Tier1
perkForgeAheadRank2Desc,アンロック: 大型鍛造炉\n[DECEA3]アンロック要件[-]: ツール工作 Lv.2 + プレイヤー Lv.25 + 労働者クラス未取得
perkForgeAheadRank2Title,アイテムアンロック: Tier2
perkFortitude,忍耐
perkFortitudeDesc,幸福はあなたの物理的な弾力性の尺度です。短さを増やすとあなたの最大の健康が増えます。\n\n和訳修正中:perkFortitudeDesc
perkFortitudeName,属性:忍耐
perkFromTheShadowsDesc,暗闇から忍び寄って、物音を抑える能力に特化しましょう。
perkFromTheShadowsName,影に潜む
perkFromTheShadowsRank1Desc,ステルス属性ステータス効果:Tier1
perkFromTheShadowsRank1LongDesc,ステルス効果:+10%\nスニーク速度:+10%\n敵の探索時間:-15%
perkFromTheShadowsRank2Desc,ステルス属性ステータス効果:Tier2
perkFromTheShadowsRank2LongDesc,ステルス効果:+20%\nスニーク速度:+20%\n敵の探索時間:-30%
perkFromTheShadowsRank3Desc,ステルス属性ステータス効果:Tier3
perkFromTheShadowsRank3LongDesc,ステルス効果:+30%\nスニーク速度:+30%\n敵の探索時間:-45%
perkFromTheShadowsRank4Desc,ステルス属性ステータス効果:Tier4
perkFromTheShadowsRank4LongDesc,ステルス効果:+40%\nスニーク速度:+40%\n敵の探索時間:-60%
perkFromTheShadowsRank5Desc,ステルス属性ステータス効果:Tier5
perkFromTheShadowsRank5LongDesc,ステルス効果:+50%\nスニーク速度:+50%\n敵の探索時間:-75%
perkGetOffMyLandDesc,農家は彼らの散弾銃を愛しています。\n\n和訳修正中:perkGetOffMyLandDesc
perkGetOffMyLandLongDesc,あなたの信頼散弾銃よりもあなたの土地から侵入者、害虫、ゾンビを避けるためのどんな方法がありますか？このPerkは散弾銃を使って散弾銃とプレーヤーへのボーナスを付与します。\n\n和訳修正中:perkGetOffMyLandLongDesc
perkGetOffMyLandName,私有地警備
perkGetOffMyLandRank1Desc,ショットガン属性ステータス効果:Tier1
perkGetOffMyLandRank1LongDesc,ショットガン装備時の相手アーマー防御効果を無効
perkGetOffMyLandRank2Desc,ショットガン属性ステータス効果:Tier2
perkGetOffMyLandRank2LongDesc,ショットガン装備時のダメージ耐性:+5%
perkGetOffMyLandRank3Desc,ショットガン属性ステータス効果:Tier3
perkGetOffMyLandRank3LongDesc,ショットガン装備時の走行速度:+10%
perkGetOffMyLandRank4Desc,ショットガン属性ステータス効果:Tier4
perkGetOffMyLandRank4LongDesc,ショットガン装備時の有効射程:+50%\n最大射程:+100%
perkGetOffMyLandRank5Desc,ショットガン属性ステータス効果:Tier5
perkGetOffMyLandRank5LongDesc,ショットガン装備時の部位破壊確率:+25%
perkGottaGoFastDesc,どういうわけか、そしてあなたはどのようにしても、通常の人間よりも速く動くことができる方法はわかりません。\n\n和訳修正中:perkGottaGoFastDesc
perkGottaGoFastName,早く早く！
perkGottaGoFastRank1Desc,歩行速度属性ステータス効果: Tier1
perkGottaGoFastRank1LongDesc,歩行速度: +3%\n走行速度: +3%\n走行中スタミナ回復量: +5%
perkGottaGoFastRank2Desc,歩行速度属性ステータス効果: Tier2
perkGottaGoFastRank2LongDesc,歩行速度: +6%\n走行速度: +6%\n走行中スタミナ回復量: +10%
perkGottaGoFastRank3Desc,歩行速度属性ステータス効果: Tier3
perkGottaGoFastRank3LongDesc,歩行速度: +%\n走行速度: +9%\n走行中スタミナ回復量: +15%
perkGottaGoFastRank4Desc,歩行速度属性ステータス効果: Tier4
perkGottaGoFastRank4LongDesc,歩行速度: +12%\n走行速度: +12%\n走行中スタミナ回復量: +20%
perkGottaGoFastRank5Desc,歩行速度属性ステータス効果: Tier5
perkGottaGoFastRank5LongDesc,歩行速度: +15%\n走る速度: +15%\n走行中スタミナ回復量: +25%
perkGreaseMonkeyDesc,荒れ地のガラクタを集めて、車両を作れるようになりましょう！この特殊技能がなくてもパーツを使って車両を組み立てられます。
perkGreaseMonkeyName,グリースモンキー
perkGreaseMonkeyRank1Desc,車両属性ステータス効果: Tier1
perkGreaseMonkeyRank1LongDesc,アンロック: ホイール、ガス缶、ミニバイク、ダートバイク、UAZ
perkGreaseMonkeyRank2Desc,車両属性ステータス効果: Tier2
perkGreaseMonkeyRank2LongDesc,アンロック: メカニック作業台、車両用MOD、クルーザー、ノヴァ、ジャンカー
perkGreaseMonkeyRank3Desc,車両属性ステータス効果: Tier3
perkGreaseMonkeyRank3LongDesc,アンロック: バイク、ラット、オールドセミ、ワークトラック
perkGreaseMonkeyRank4Desc,車両属性ステータス効果: Tier4
perkGreaseMonkeyRank4LongDesc,アンロック: 4x4、チャージャー、ピックアップトラック、GNXカー
perkHammerForgeDesc,より良い武器や鎧を作るために偽造とワークステーションを使用してください。\n\n和訳修正中:perkHammerForgeDesc
perkHammerForgeName,炉とハンマー
perkHammerForgeRank1Desc,クラフト属性ステータス効果:Tier1
perkHammerForgeRank1LongDesc,アンロック: スクラップツール、ランタン
perkHammerForgeRank2Desc,クラフト属性ステータス効果:Tier2
perkHammerForgeRank2LongDesc,アンロック: 炉、鉄製ツール
perkHammerForgeRank3Desc,クラフト属性ステータス効果:Tier3
perkHammerForgeRank3LongDesc,アンロック: 大型鍛造炉、アイアンアーマー
perkHammerForgeRank4Desc,クラフト属性ステータス効果:Tier4
perkHammerForgeRank4LongDesc,アンロック: 鋼鉄、坩堝、鋼鉄の矢尻、コンクリートミキサー、コンクリート
perkHammerForgeRank5Desc,クラフト属性ステータス効果:Tier5
perkHammerForgeRank5LongDesc,アンロック: 鋼鉄ツール、高度鍛造炉による精製
perkHealthNutDesc,健康値関連のステータス効果が得られるパークです。
perkHealthNutName,健康オタク
perkHealthNutRank1Desc,健康値属性ステータス効果:Tier1
perkHealthNutRank1LongDesc,健康値:+10\n最小健康値:60\n最大健康値:+20
perkHealthNutRank2Desc,健康値属性ステータス効果:Tier2
perkHealthNutRank2LongDesc,健康値:+10\n最小健康値:70\n最大健康値:+40
perkHealthNutRank3Desc,健康値属性ステータス効果:Tier3
perkHealthNutRank3LongDesc,健康値:+10\n最小健康値:80\n最大健康値:+60
perkHealthNutRank4Desc,健康値属性ステータス効果:Tier4
perkHealthNutRank4LongDesc,健康値:+10\n最小健康値:90\n最大健康値:+80
perkHealthNutRank5Desc,健康値属性ステータス効果:Tier5
perkHealthNutRank5LongDesc,健康値:+10\n最小健康値:100\n最大健康値:+100
perkHeavyMetalDesc,スレッジハンマーのような重い武器で敵を破壊することを専門としています。\n\n和訳修正中:perkHeavyMetalDesc
perkHeavyMetalName,ヘビーメタル
perkHeavyMetalRank1Desc,パワー攻撃は、見事な敵に40％減少します。あなたは重い武器で敵をノックダウンする機会が20％です。\n\n和訳修正中:perkHeavyMetalRank1Desc
perkHeavyMetalRank2Desc,電力攻撃は驚くべき敵に80％減少します。あなたは重い武器で敵をノックダウンする機会が30％です。\n\n和訳修正中:perkHeavyMetalRank2Desc
perkHeavyMetalRank3Desc,パワー攻撃は驚くべき敵に120％減少します。あなたは重い武器で敵をノックダウンする40％のチャンスがあります。\n\n和訳修正中:perkHeavyMetalRank3Desc
perkHeavyMetalRank4Desc,パワー攻撃は驚くべき敵に160％減少しています。あなたは重い武器で敵をノックダウンするための60％のチャンスがあります。\n\n和訳修正中:perkHeavyMetalRank4Desc
perkHeavyMetalRank5Desc,パワーアタックは、驚くべき敵に200％以上のダメージを与えます。あなたは重い武器で敵をノックダウンする機会が100％、近くの敵を倒すための電力攻撃のための60％があります。\n\n和訳修正中:perkHeavyMetalRank5Desc
perkHuntingRifleDesc,あなた自身の狩猟用ライフルを構築する方法を学びましょう。\n\n和訳修正中:perkHuntingRifleDesc
perkHuntingRifleName,狩猟ライフル
perkHuntingRifleRank1Desc,アンロック: 狩猟ライフル、パーツ\n[DECEA3]アンロック要件[-]: 武器工作 Lv.1
perkHuntingRifleRank1Title,アイテムアンロック: Tier1
perkIntellect,知性
perkIntellectDesc,知性はあなたの精神的能力の尺度です。知性の向上は、品質とスピードの作成を改善します。\n\n和訳修正中:perkIntellectDesc
perkIntellectName,属性:知性
perkIronArmorDesc,強固な鉄を使用してより丈夫な重い装甲を作り出します。\n\n和訳修正中:perkIronArmorDesc
perkIronArmorName,アイアンアーマー
perkIronArmorRank1Desc,アンロック: アイアンブーツ、グローブ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank1Title,アイテムアンロック:Tier1
perkIronArmorRank2Desc,アンロック: アイアンヘルム、パンツ\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank2Title,アイテムアンロック:Tier2
perkIronArmorRank3Desc,アンロック: アイアンチェスト\n[DECEA3]アンロック要件[-]: アーマー工作 Lv.2 + 労働者クラス未取得
perkIronArmorRank3Title,アイテムアンロック:Tier3
perkIronCraftingDesc,鍛造した鉄をより良い工具に変える！\n\n和訳修正中:perkIronCraftingDesc
perkIronCraftingName,アイアン系アイテム
perkIronCraftingRank1Desc,アンロック: 鉄製武器、ツール\n[DECEA3]アンロック要件[-]: ツール工作 Lv.2 + 炉 + 労働者クラス未取得
perkIronCraftingRank1Title,アイテムアンロック:Tier1
perkKnifeGuyDesc,彼は本当のナイフの男です。ブレードでより多くのダメージを与え、各ランクでは長く突き刺し続けます。\n\n和訳修正中:perkKnifeGuyDesc
perkKnifeGuyName,ナイフガイ
perkKnifeGuyRank1Desc,ダメージ:+10％\nスタミナ消費量:-10％\nヘッドショットダメージ:+10%\n部位破壊確率:+5%
perkKnifeGuyRank1ShortDesc,ブレード属性ステータス効果:Tier1
perkKnifeGuyRank2Desc,ダメージ:+20％\nスタミナ消費量:-20％\nヘッドショットダメージ:+10%\n部位破壊確率:+5%
perkKnifeGuyRank2ShortDesc,ブレード属性ステータス効果:Tier2
perkKnifeGuyRank3Desc,ダメージ:+30％\nスタミナ消費量:-30％\nヘッドショットダメージ:+20%\n部位破壊確率:+10%
perkKnifeGuyRank3ShortDesc,ブレード属性ステータス効果:Tier3
perkKnifeGuyRank4Desc,ダメージ:+40％\nスタミナ消費量:-40％\nヘッドショットダメージ:+20%\n部位破壊確率:+10%
perkKnifeGuyRank4ShortDesc,ブレード属性ステータス効果:Tier4
perkKnifeGuyRank5Desc,ダメージ:+50％\nスタミナ消費量:-50％\nヘッドショットダメージ:+30%\n部位破壊確率:+15%
perkKnifeGuyRank5ShortDesc,ブレード属性ステータス効果:Tier5
perkLaserWeaponsRank1Desc,クラフト属性ステータス効果: Tier1
perkLaserWeaponsRank1LongDesc,クラフト品質: 11まで\nアンロック: レーザーマルチツール、レーザーワークベンチ、近未来フォージ、レーザーバッテリー Mod、エナジーセル、強化ウラン
perkLaserWeaponsRank2Desc,クラフト属性ステータス効果: Tier2
perkLaserWeaponsRank2LongDesc,クラフト品質: 21まで\nアンロック: レーザーソード、パワーハンマー、プラズマアックス
perkLaserWeaponsRank3Desc,クラフト属性ステータス効果: Tier3
perkLaserWeaponsRank3LongDesc,クラフト品質: 31まで\nアンロック: ナナイト、技術ブーストパーク、バイオブーストパーク、パルスグレネード、レーザーピストル、レーザースナイパーライフル、アークガン及びパーツ
perkLaserWeaponsRank4Desc,クラフト属性ステータス効果: Tier4
perkLaserWeaponsRank4LongDesc,クラフト品質: 41まで\nアンロック: レーザーカービン、レーザーショットガン及びそれらのパーツ
perkLaserWeaponsRank5Desc,クラフト属性ステータス効果: Tier5
perkLaserWeaponsRank5LongDesc,クラフト品質: 51まで\nアンロック: パワーアーマー
perkLeatherArmorDesc,革を鎧に旋回させる秘密。\n\n和訳修正中:perkLeatherArmorDesc
perkLeatherArmorName,レザーアーマー
perkLeatherArmorRank1Desc,アンロック: レザーブーツ、グローブ\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank1Title,レシピアンロック:Tier1
perkLeatherArmorRank2Desc,アンロック: レザーフード、パンツ\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank2Title,レシピアンロック:Tier2
perkLeatherArmorRank3Desc,アンロック: レザーチェスト\n[DECEA3]アンロック要件[-]: プレイヤー Lv.1
perkLeatherArmorRank3Title,レシピアンロック:Tier3
perkLivingOffTheLandDesc,手と道具を使ってもっと作物を収穫することに特化しましょう。
perkLivingOffTheLandName,自給自足
perkLivingOffTheLandRank1Desc,耕作属性ステータス効果: Tier1
perkLivingOffTheLandRank1LongDesc,アンロック: モルタルと乳棒、鉄の鍬、動物の餌、動物の罠、鶏小屋、アロエ、ブルーベリー、菊、トウモロコシ、綿、米、キノコ
perkLivingOffTheLandRank2Desc,耕作属性ステータス効果: Tier2
perkLivingOffTheLandRank2LongDesc,アンロック: 耕作区画、小麦の種、オレンジの種\n農地収穫数: +1
perkLivingOffTheLandRank3Desc,耕作属性ステータス効果: Tier3
perkLivingOffTheLandRank3LongDesc,アンロック: 肥料、ニンジンの種、バナナの種、麻の種\n農地収穫数: +2
perkLivingOffTheLandRank4Desc,耕作属性ステータス効果: Tier4
perkLivingOffTheLandRank4LongDesc,アンロック: スーパーコーン、コーヒー、ホップ、かぼちゃ、トマト、ココナッツの種\n農地収穫数: +3
perkLivingOffTheLandRank5Desc,耕作属性ステータス効果: Tier5
perkLivingOffTheLandRank5LongDesc,アンロック: 灌漑システム\n農地収穫数: +3\n野草収穫数: +1
perkLockPickingDesc,もっと速くピッキングして、ロックピックが壊れにくくなるようにしましょう。
perkLockPickingName,ロックピッキング
perkLockPickingRank1Desc,ロックピッキング属性ステータス効果:Tier1
perkLockPickingRank1LongDesc,ピッキング速度:+10%\n破損確率:-15%\nアンロック:ロックピック
perkLockPickingRank2Desc,ロックピッキング属性ステータス効果:Tier2
perkLockPickingRank2LongDesc,ピッキング速度:+20%\n破損確率:-30%
perkLockPickingRank3Desc,ロックピッキング属性ステータス効果:Tier3
perkLockPickingRank3LongDesc,ピッキング速度:+30%\n破損確率:-45%
perkLockPickingRank4Desc,ロックピッキング属性ステータス効果:Tier4
perkLockPickingRank4LongDesc,ピッキング速度:+40%\n破損確率:-60%
perkLockPickingRank5Desc,ロックピッキング属性ステータス効果:Tier5
perkLockPickingRank5LongDesc,ピッキング速度:+50%\n破損確率:-75%
perkLuckyLooter0Name,ラッキーな略奪者
perkLuckyLooterDesc,大鉱脈の追跡に特化し、略奪品をちょっと追加で手に入れられるようになりましょう。\n特殊技能レベルが上がるごとに、見つけられる略奪品が豪華になります。
perkLuckyLooterName,ラッキーな略奪者
perkLuckyLooterRank1Desc,スカベンジング属性ステータス効果: Tier1
perkLuckyLooterRank1LongDesc,略奪品ボーナス: +20%\nカジノコイン、弾薬追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank2Desc,スカベンジング属性ステータス効果: Tier2
perkLuckyLooterRank2LongDesc,略奪品ボーナス: +40%\n真鍮、鉛追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank3Desc,スカベンジング属性ステータス効果: Tier3
perkLuckyLooterRank3LongDesc,略奪品ボーナス: +60%\nジャンク、食料追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank4Desc,スカベンジング属性ステータス効果: Tier4
perkLuckyLooterRank4LongDesc,略奪品ボーナス: +80%\n医療アイテム追加獲得: +20%\nスカベンジング品質up
perkLuckyLooterRank5Desc,スカベンジング属性ステータス効果: Tier5
perkLuckyLooterRank5LongDesc,略奪品ボーナス: +100%\n宝石獲得量: +10%\nゾンビからの戦利品ドロップ確率: +10%\nスカベンジング品質up
perkMagnumDesc,あなた自身のマグナムを構築する方法を学びましょう。\n\n和訳修正中:perkMagnumDesc
perkMagnumName,.44マグナム
perkMagnumRank1Desc,アンロック: .44マグナム、パーツ\n[DECEA3]アンロック要件[-]: 銃器工作 Lv.3
perkMagnumRank1Title,アイテムアンロック:Tier1
perkMasterBuilderDesc,真のマスターのための高度な建物。\n\n和訳修正中:perkMasterBuilderDesc
perkMasterBuilderName,レイバラー(労働者)・マスター
perkMasterBuilderRank1Desc,チタンビルディングブロックレシピを解除します。チタンツールレシピのロックを解除します。さまざまなチタントラップレシピを解除します。工具のために10段階でクラフト層を増やします。\n\n和訳修正中:perkMasterBuilderRank1Desc
perkMasterChefDesc,高度な効能のある、お腹にたまる食事を作って、もっと速く料理できるようになりましょう。
perkMasterChefName,マスターシェフ
perkMasterChefRank1Desc,独身
perkMasterFarmerDesc,マスター・ファーマー
perkMasterFarmerName,ファーマー・マスター
perkMasterFarmerRank1Desc,地下農場のための成長しているライトや修正された植物の種を作る方法を学びましょう。ブラックストラップコーヒーと他の複数の食品と共に統計と属性を後押しするおじいちゃんの秘密のレシピを学びます。オートショットガンレシピのロックを解除します。散弾銃や蹄のための10分の作品層を10回増やします。\n\n和訳修正中:perkMasterFarmerRank1Desc
perkMasterHunterDesc,マスター・ハンター
perkMasterHunterName,ハンター・マスター
perkMasterHunterRank1Desc,高度な拡張マガジンMOD、スナイパーライフル、Ghillie Suit、チタンナイフ、チタンクロスボウ、チタンアムモレシピのロックを解除します。ライフルや弓のために、クラフト層を10で増やします。トラッキング能力の範囲と期間を増やします。\n\n和訳修正中:perkMasterHunterRank1Desc
perkMasterMechanicDesc,マスター・メカニック
perkMasterMechanicName,メカニック・マスター
perkMasterMechanicRank1Desc,インパクトドライバー、オイルポンプ、SMG、チタンクラブ、チタンスレッジハンマー、カーバッテリー、エンジン、ジャイロコプター、ボックストラック、バギー、ハンビー、牡馬、およびマローダーレシピのロックを解除します。\n\n和訳修正中:perkMasterMechanicRank1Desc
perkMasterScavengerDesc,マスター・スカベンジャー
perkMasterScavengerName,スカベンジャー・マスター
perkMasterScavengerRank1Desc,砂漠のハゲタリーとチタンナックルレシピを閉じます。\ NiveReases Loot Looterから10％の数量ボーナス\ Nincreasesすべての敵の略奪が10％減少しました。\n\n和訳修正中:perkMasterScavengerRank1Desc
perkMasterScientistDesc,マスター・サイエンティスト(科学者)
perkMasterScientistName,サイエンティスト(科学者)・マスター
perkMasterScientistRank1Desc,プラズマバトン、チタン狩猟ナイフ、高度なヒーリングアイテム、抗rad meds、クローバー、ジャンクドローン、ジャンクドローンモッズ、放射線レジストレシピ。羽根付きの武器、スピアー、フレームメトラ、ロケットランチャー。\n\n和訳修正中:perkMasterScientistRank1Desc
perkMasterSecurityDesc,マスター・セキュリティ
perkMasterSecurityName,セキュリティ・マスター
perkMasterSecurityRank1Desc,高度な戦術的なリギング、軍の装甲、チタン装甲、およびM60レシピのロックを解除します。自動武器、軍事装甲、チタン装甲のために10年ごとにクラフト層を増やします。\n\n和訳修正中:perkMasterSecurityRank1Desc
perkMasterSurvivalistDesc,マスター・サバイバリスト
perkMasterSurvivalistName,サバイバリスト・マスター
perkMasterSurvivalistRank1Desc,大きなバックパック、メガクラッシュ、シグナルフレア、サバイバルトーチ、M4A1、バイオ燃料、ガス缶、ガンパウダ束、チタンマチェーテレシピ。布、レザー、スクラップ、鉄、スチールアーマーのための10バイブレアティア。チタンマチェーテのための10。\n\n和訳修正中:perkMasterSurvivalistRank1Desc
perkMiner69rDesc,ツールダメージを上げてもっと速く岩を壊し木を切れるようになって、採掘効率を最大化しましょう。
perkMiner69rName,69年の鉱夫
